latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
1.41726,118.20913,344.02,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,299.13,15.88,D
1.42058,118.20863,341.73,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,300.14,15.88,D
1.43683,118.2485,338.58,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,303.15,5.63,D
1.45082,118.29575,331.63,0.39,0.36,2026-09-25,533,N20,VIIRS,l,2.0NRT,301.95,4.01,D
1.45135,118.2992,330.45,0.39,0.36,2026-09-25,533,N20,VIIRS,l,2.0NRT,300.93,4.84,D
1.45466,118.2987,346.29,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,302.13,4.84,D
1.45722,118.24893,349.75,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,302.69,8.4,D
1.47361,118.26762,333.37,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,302.56,2.94,D
1.47692,118.26711,336.98,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,302.36,2.94,D
1.47949,118.21732,336.06,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,301.7,3.93,D
1.48664,118.21978,335.11,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,303.55,8.58,D
1.48717,118.22323,331.13,0.39,0.36,2026-09-25,533,N20,VIIRS,l,2.0NRT,302.71,4.43,D
1.48995,118.21928,345.56,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,303.0,8.58,D
1.49048,118.22272,330.4,0.39,0.36,2026-09-25,533,N20,VIIRS,l,2.0NRT,302.0,4.43,D
1.50529,118.14141,336.28,0.39,0.36,2026-09-25,533,N20,VIIRS,l,2.0NRT,309.06,53.03,D
1.5086,118.14091,341.75,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,304.4,14.22,D
1.51245,118.14386,342.75,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,307.4,14.22,D
1.52013,118.14977,344.23,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,302.97,9.71,D
1.53396,118.06274,334.14,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,302.65,1.99,D
1.54581,118.18475,341.6,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,301.48,11.47,D
1.55815,117.99877,337.14,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,298.59,4.6,D
1.56109,118.12942,339.27,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,302.75,4.17,D
1.57691,118.07747,334.71,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,300.0,8.75,D
1.5827,118.11554,348.85,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,303.57,7.87,D
1.58791,118.10371,333.67,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,299.86,1.31,D
1.58844,118.10718,340.49,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,302.99,4.5,D
1.59122,118.10322,331.28,0.39,0.36,2026-09-25,533,N20,VIIRS,l,2.0NRT,302.57,12.7,D
1.59176,118.10667,345.54,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,305.39,12.38,D
1.59229,118.11013,337.62,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,302.02,12.38,D
1.61364,117.96157,333.9,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,302.62,6.66,D
1.61417,117.96504,349.29,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,305.26,6.66,D
1.63522,118.12484,335.9,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,299.28,3.75,D
1.64499,117.06512,335.04,0.41,0.37,2026-09-25,533,N20,VIIRS,l,2.0NRT,296.88,5.49,D
1.64837,117.06461,367.0,0.41,0.37,2026-09-25,533,N20,VIIRS,l,2.0NRT,327.66,122.4,D
1.64894,117.06824,333.49,0.41,0.37,2026-09-25,533,N20,VIIRS,n,2.0NRT,296.93,122.4,D
1.70079,117.95483,332.82,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,297.82,1.85,D
1.73478,117.91051,334.07,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,300.68,3.67,D
1.7551,117.93236,343.6,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,300.86,5.79,D
1.75563,117.93582,336.74,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,300.25,5.79,D
1.76914,117.9799,332.5,0.39,0.36,2026-09-25,533,N20,VIIRS,l,2.0NRT,303.95,3.82,D
1.76967,117.98338,340.91,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,303.19,3.82,D
1.81548,117.81608,340.03,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,300.35,5.75,D
1.81601,117.81957,338.71,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,299.57,5.75,D
1.89488,117.80339,336.66,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,300.87,5.36,D
1.91098,117.7974,346.51,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,308.54,25.18,D
1.9143,117.7969,342.03,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,302.4,25.18,D
1.92162,117.77805,335.55,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,298.52,11.05,D
1.92495,117.77758,338.97,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,299.97,11.05,D
2.05645,117.10442,335.25,0.4,0.37,2026-09-25,533,N20,VIIRS,l,2.0NRT,306.36,70.28,D
2.08051,117.75228,337.82,0.39,0.36,2026-09-25,533,N20,VIIRS,n,2.0NRT,297.38,4.06,D
2.13538,117.55422,337.74,0.39,0.36,2026-09-25,533,N20,VIIRS,l,2.0NRT,301.55,10.88,D
2.25874,117.00678,336.75,0.4,0.37,2026-09-25,536,N20,VIIRS,n,2.0NRT,297.15,3.81,D
2.65234,117.09972,343.66,0.4,0.37,2026-09-25,536,N20,VIIRS,n,2.0NRT,295.7,5.12,D
2.70661,116.79247,335.1,0.41,0.37,2026-09-25,536,N20,VIIRS,n,2.0NRT,300.1,15.92,D
2.71589,117.66662,334.44,0.39,0.36,2026-09-25,536,N20,VIIRS,n,2.0NRT,295.94,1.99,D
2.72221,117.61932,341.81,0.39,0.36,2026-09-25,536,N20,VIIRS,n,2.0NRT,296.41,7.7,D
2.7251,117.70436,341.23,0.39,0.36,2026-09-25,536,N20,VIIRS,n,2.0NRT,297.38,14.02,D
2.74098,117.18464,345.83,0.4,0.37,2026-09-25,536,N20,VIIRS,n,2.0NRT,296.99,9.35,D
2.76609,117.19872,329.75,0.4,0.37,2026-09-25,536,N20,VIIRS,n,2.0NRT,296.94,2.7,D
2.77847,117.34523,343.77,0.39,0.37,2026-09-25,536,N20,VIIRS,n,2.0NRT,299.68,23.63,D
2.78442,117.49189,340.35,0.39,0.36,2026-09-25,536,N20,VIIRS,n,2.0NRT,296.48,2.72,D
2.98762,117.20353,335.54,0.4,0.37,2026-09-25,536,N20,VIIRS,n,2.0NRT,296.08,2.83,D
3.25956,113.54144,332.45,0.38,0.44,2026-09-25,536,N20,VIIRS,n,2.0NRT,293.76,5.71,D
3.58039,117.23669,343.73,0.39,0.36,2026-09-25,536,N20,VIIRS,l,2.0NRT,299.17,15.63,D
-3.17393,108.06049,328.42,0.75,0.77,2026-09-25,714,N20,VIIRS,n,2.0NRT,289.2,13.5,D
-3.16919,108.05946,329.84,0.75,0.77,2026-09-25,714,N20,VIIRS,n,2.0NRT,289.88,7.32,D
